URL,Redirect,Response Code,News Error,Detected,Category,Platform,Last crawled
/hiddencollections/sahc/sahc_webinar1_files/sahc_webinar1_chat2/,,404,,11/30/17,Not found,Desktop,11/30/17
/hiddencollections/sahc/sahc_webinar4_files,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/sahc/sahc_webinar5_files/sahc_webinar5_chat1/,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/sahc/sahc_webinar5_files/sahc_webinar5_chat2/,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/sahc/sahc_webinar5_files/sahc_webinar5_chat3/,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/sahc/sahc_webinar5_files/sahc_webinar5_chat4/,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/sahc/sahc_webinar5_files/sahc_webinar5_chat5/,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/sahc/sahc_webinar5_files/sahc_webinar5_chat6/,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/sahc/sahc_webinar5_files/sahc_webinar5_scenarios/,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/sahc/sahc_webinar5_files/sahc_webinar5_scenarios/view,,404,,12/2/17,Not found,Desktop,12/4/17
/hiddencollections/sahc/sahc_webinar5_files/sahc_webinar5_transcript/,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/sahc/sahc_webinar6_files/sahc_webinar6_chat1/,,404,,12/2/17,Not found,Desktop,12/4/17
/hiddencollections/sahc/sahc_webinar6_files/sahc_webinar6_chat2/,,404,,12/1/17,Not found,Desktop,12/4/17
/hiddencollections/sahc/sahc_webinar6_files/sahc_webinar6_chat3/,,404,,12/2/17,Not found,Desktop,12/4/17
/hiddencollections/sahc/sahc_webinar6_files/sahc_webinar6_chat4/,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/sahc/sahc_webinar6_files/sahc_webinar6_slides/,,404,,12/1/17,Not found,Desktop,12/2/17
/hiddencollections/sahc/sahc_webinar6_files/sahc_webinar6_template/,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/sahc/webinar_speaker_agreement_template,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/sahc/webinar1,,404,,12/1/17,Not found,Desktop,12/2/17
/hiddencollections/sahc/webinar2,,404,,12/1/17,Not found,Desktop,12/2/17
/hiddencollections/sahc/webinar3,,404,,12/1/17,Not found,Desktop,12/3/17
/hiddencollections/sahc/webinar4,,404,,12/1/17,Not found,Desktop,12/2/17
/hiddencollections/sahc/webinar5,,404,,12/1/17,Not found,Desktop,12/5/17
/hiddencollections/sahc/webinar6,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/webinar-series/webinar-series-survey-outline,,404,,12/2/17,Not found,Desktop,12/4/17
/images/home-images/Esci-2/view,,404,,12/1/17,Not found,Desktop,12/10/17
/images/home-images/eshore/view,,404,,12/1/17,Not found,Desktop,12/2/17
/images/home-images/Fred/view,,404,,12/1/17,Not found,Desktop,12/2/17
/images/home-images/ringofpeople/view,,404,,12/1/17,Not found,Desktop,12/1/17
